features,assay1,assay2,assay3,assay4,assay5,assay6,assay7,assay8,assay9,assay10,assay11,assay12,assay13,assay14,assay15,assay16,assay17,assay18,assay19,assay20,assay21,assay22,assay23,assay24,assay25,assay26,assay27,assay28,assay29,assay30,assay31,assay32,assay33,assay34,assay35,assay36,assay37,assay38,assay39,assay40,assay41,assay42,assay43,assay44,assay45,assay46,assay47,assay48,assay49,assay50
Chi2v,-0.033253977160567195,-0.048228233783907795,-0.08149298991012373,0.061506432685109504,0.2136135577204424,0.06887908082233021,-0.14672402464415268,0.09850066450428224,0.39975791982471964,0.1778399858554353,0.5378091237391491,-0.8739580862675069,-0.09306631844622988,0.24050317751488123,0.050342667888375395,0.13412203578607676,0.04861353490766142,0.5777783389660283,-0.038412923369489406,-0.03176637134405871,0.17705797069964457,-0.03030518739746078,0.16278633694641714,-0.15248315153637454,-0.8422789807875322,0.5820762284030836,-0.11567260346158426,0.13578403482958126,-0.2841781730876136,-0.01086747005885066,0.5613471387095412,-0.02459886321903153,0.1352757372238724,0.2851814105903646,-0.02808690285220472,0.21722291048067488,0.2111184782751702,0.05636094539218757,-0.03708092252558343,0.004895659394578575,0.0020703475056437826,0.09509538483376893,0.19484269962432926,-0.3679916879993609,-0.1759046778677634,0.1437720480422387,0.33689388620814437,0.31579755262969417,-0.030158816840164287,0.2686666822048944
SMR_VSA10,-0.13484148739956453,-0.5484088013171535,-0.2152335273048082,-0.06344248007736905,-0.03832695348590287,0.35332214429402814,-0.3868841524814168,-0.3011256388728699,0.22566752222685946,0.006216916432733502,0.7470097852455706,-0.44443602495187173,-0.06352384211932414,0.37049072349528844,0.2998242120410451,-0.07457179252003428,-0.3936061580502984,0.09092802250149667,-0.5133418525270989,-0.4583497331642411,0.09302086274402756,-0.15063577307449902,-0.2226001330666954,-0.5988727388903824,0.18243602258268624,-0.20508622838483218,-1.148291715709036,-0.16906647986646786,-0.43142919220292325,-0.34022788133785004,-0.07622356939793988,-0.524422688177174,0.12202487600892738,-0.2662158704179342,-0.1744177031021115,-0.25250955738584546,-0.6444463097138241,-0.02545705294725372,-0.40399575228221557,-0.2696472478472395,-0.35460804140659236,0.09083849773853352,-0.3646326307029307,-0.4623985785333346,-0.6416569001119258,-0.19678457580240316,-0.2978549452311395,0.12003845582662165,0.28351213090212346,-0.0032208294631799416
SlogP_VSA2,0.7854758242316867,0.7204058148618568,0.455629676258249,0.25988638259079283,0.8741993467130891,1.049886988371229,0.4646651002154128,0.49008111219221895,0.3847872306161293,0.44261249799766456,1.0242067453149157,0.9168271299992357,0.3531188957747494,1.132880731266329,0.7191171295517995,0.5063737531515533,0.3839905844643492,0.9210181366712631,0.7980602715022856,0.9157260568873535,1.1782928426174728,0.9653912005541576,-0.09749279853999664,0.6223340704673214,0.6835228755525685,0.39921174961415434,0.44894471356824317,0.6870038294658787,0.509394275326796,0.56788957001526,0.512478697709337,1.0080044134312445,1.5204529039336376,0.9816359581065356,0.20091035905084018,0.2783995534567961,0.3741343390385718,0.2820309789669987,0.8302681907945647,0.17397372826817176,0.5257840500391409,0.42861174809284386,0.2156692068293311,0.6713672480912434,0.8989028038284733,1.2632277579427007,0.96585443705024,0.9572487599521582,0.6780935070845313,0.2668159023288018
HallKierAlpha,-0.4125910672990356,-0.3173869515292641,-0.04959251623023183,-0.25374534904020984,-0.15158751202775345,-0.25067722291879196,-0.13769634264956018,-0.3976583560180206,-0.06326483328099011,0.07968325244746642,-0.9071514068971652,-0.11792845647791383,-0.2230476502717759,-0.2890896603752537,-0.380598984732191,-0.08654775893488784,-0.3252656014004276,-0.3382335666195289,-0.18407486904132114,0.01618452710594936,-0.029863553090885665,-0.500101746207829,-0.029494212217938354,-0.3040350468735666,-0.23421152658399733,-0.40436829772973437,-0.033283401716202275,-0.23010489467433137,-0.2742649573831184,-0.2245885913923893,-0.17230509517986844,-0.12736452486205874,-0.24801515090921294,-0.4284509678512333,0.05315970913367631,-0.08575677551605723,-0.4806742955349318,-0.14319860827629785,-0.31981244619028315,-0.19217204493715664,-0.24356833004104922,-0.2705610407758342,-0.212750449967431,0.004963801935134437,-0.23147584703007698,-0.14735471208433684,-0.29971393422011994,-0.2011123977369628,0.0660791414922387,-0.26023781267683144
SMR_VSA5,0.4266713138748706,1.056159971768116,0.5543860517075505,0.19218153054805878,0.06604840819745812,-0.13629056486208785,0.774866489989894,0.2283997701318709,0.7330295135759713,0.31025689980322635,-0.06665863441199124,0.5119486530805816,0.09773987712898206,-0.0004547903547370426,0.6277522209854044,0.22310417375450023,0.5762248966320659,0.9204271411727702,1.1848141655666082,0.9137709980619405,1.0205554531779568,0.13463047731184608,0.35997580484378244,0.6700072892729143,0.023534791961216016,0.8814790479924646,1.3095076292502827,0.220362297617277,1.5092356660610395,0.7064334182367654,0.9988448549132162,0.8654318642522625,0.7516117594442318,0.8693351442614157,0.9031701459174706,0.3951969466184465,1.2516767417979697,0.3949163066140599,1.2112727126673213,0.7451240672532521,0.44035328828831055,0.45367098957379987,0.8512945746274893,0.9014679733959658,1.9034299467678495,0.05933462882556876,-0.0493027523343395,-0.06810602662410879,0.08234286361567555,0.32779844346440995
VSA_EState7,0.5465098713947868,1.0476643157323522,0.5313784874149285,0.5232737439599486,0.5132813266059723,0.7852586454565131,0.5324127667335297,0.3257522537409685,0.8929006003840876,0.7782262341224382,0.5537745822176404,0.3137746979005209,0.21955250209729166,0.5688114363890447,0.7546126535395997,0.4628930447608117,0.829989616299492,0.8922492195514378,0.9607334948085404,0.6976961291446304,0.7615226552670764,0.09230989747812084,0.13641165778036876,0.4793952465360631,1.097646133712028,0.4665245050335276,0.8843111970389845,0.2983779013459892,1.1638664384576987,0.1377056598134306,0.922551376221611,0.6801050937584023,0.7306736039377907,0.7513484225880035,0.7098822851389116,0.5319530493895122,0.7036458007050975,0.420415363924323,1.011652279444418,0.42733809183518207,0.614832191033397,0.42412211499738656,0.949724625499614,0.7208637852342397,0.4969422632788526,0.33458338310280683,0.3273379978541922,0.2727909683018028,0.8122771491534129,0.31682747429066327
FractionCSP3,0.42693865299579903,0.12885303244135599,0.537781295187402,0.2662747944467582,-0.06270755075799525,0.37158077044611704,0.4333012254510834,0.15297633090304158,0.73139373399786,0.2866000604333307,0.30853710631074327,0.08934626387499947,0.0026329557354514963,0.18392759271995013,0.21120192789950482,0.31952884653880964,0.538851297599899,0.8706518991421713,0.29982009341688526,0.6491734657838923,0.5611715333387941,0.22997798609449008,0.1767694051500813,0.2873947719895655,-0.7234992105389868,0.21968139975981282,0.2004311237965072,0.14152963902118207,0.47647458717898844,0.2611264517787914,0.7759782410472548,0.6518568931977736,0.8172999951058995,0.42050425714860407,0.7415686244052871,0.3410563737186442,0.331989763026231,0.13262281699433215,0.6686020829857873,0.057962272678029926,0.229826309515119,0.5185709790101904,0.7654442782105988,0.6478751482263424,0.7334365144572781,0.22509119029152197,0.09999123909810535,0.24833252215777626,0.322936200775178,0.34082236415189654
SlogP_VSA10,-0.2527737813400443,0.33308879951521375,0.06803534356457767,-0.24721852537726896,-0.1339636131735678,-0.7678950202169027,0.33168567373842694,0.02391217741990582,-0.457449231865988,-0.18124155567391786,-0.15744144102579158,0.6368323009752939,-0.170509753907359,-0.3911179545748021,-0.16059113741228298,0.23981993427865222,0.14547907601467974,-0.5640517657411283,0.4555232898788848,0.19311879500392076,0.1445071298398827,-0.02680991968467309,0.15925253926601823,0.6004347078297285,0.24169724895652678,-0.1585452009979839,0.42924011621293345,0.20648600319726426,0.6620585537805612,0.2351671606336136,-0.3801530249396653,0.17082649897297006,-0.13375235834794444,-0.10415017825360348,0.28517924087016416,0.29374265495649043,0.46216141469620303,-0.03589169729372816,0.3522156371570649,0.35404329746861035,0.18232161800430402,-0.45643522425016947,-0.5578865910237584,0.20097597418266183,0.3040343393363551,-0.44701742824830226,-0.3617828251977221,-0.35500443124326314,-0.13455109252250635,-0.10685336014876465
BCUT2D_LOGPLOW,-0.2621815218851709,-0.4909018048655135,-0.316108921517967,-0.1533818403501444,0.0367352742056881,-0.11709557441305629,-0.3404249134209583,-0.02613703941698442,-0.607445095482117,-0.32078264693749947,-0.1698562517809325,-0.3244014850272765,0.0490058983107722,-0.14595411938704278,-0.23233482003587963,-0.17691711470757335,-0.19852874843786603,-0.7017177621054305,-0.46912215667551643,-0.4381967227291508,-0.5929335129838961,-0.07443236883771981,-0.47695757560075175,-0.4924254848144186,0.22787267319919935,-0.34426747319276785,-0.43533548129650057,-0.4468760008485937,-0.655085593843085,-0.3992202280711706,-0.40909685943815016,-0.2735036547120186,-0.47433917927093,-0.5961284330942602,-0.5560281295070123,-0.26695176224276795,-0.5040920544600735,-0.1980847854398286,-0.42806160125528675,-0.23647843317434658,-0.5698480713289602,-0.2165945927090031,-0.2917251790077551,-0.4222072437915811,-0.9397337056532855,-0.18450087364036916,-0.11459578977605715,-0.2257888191864045,-0.23047188407122046,-0.2925903738375328
VSA_EState2,0.5694394188462578,0.2267638881565352,0.3191415361110252,0.5880783868279983,0.5764364398131454,0.5890342457753082,0.4333873077672494,0.3694342812765864,0.5847691703945267,0.4520260892428357,0.8140514341501104,0.211129191502669,0.7292456410978918,0.8662776974876432,0.5418366368374333,0.365109273460297,0.5364966868373213,0.8163967123529143,0.4732564205556994,0.5871373774004962,0.4894414024717002,0.6235277278244779,0.671739269029727,0.6788485898719493,0.7889627407921064,0.5715329608500812,0.4061619977283747,0.5999101825821552,0.40841312763873805,0.48102222565948943,0.8401907164993971,0.42663927786662165,0.4169550023397958,0.294634862267241,0.19959254909974347,0.16126991597957446,0.7935339344732747,0.3098751516274469,0.5649867844190001,0.35991627246805596,0.39347931493276406,0.5549628198657932,0.6071583686077423,0.4193224500459092,0.7890117592736426,0.48071887323883783,0.4409232184883705,0.4650697663730223,0.12827679308149828,0.6012051806361336
FpDensityMorgan2,-0.19023400636603932,-0.5115157376864321,-0.13514352058358758,-0.47039933798570177,-0.12368173964032862,-0.7711806815577631,0.3671843007846784,-0.16022373883253943,-0.6444651991482988,-0.5811420973588144,-0.25319149671894836,0.03019532350345262,-0.05794026023992469,-0.6261350254327759,-0.4108230557658155,-0.1809060028059454,-0.3021180388186576,-0.5616307893681503,-0.15307389754997838,0.03573066761344981,0.015551984537140129,0.13274551255763772,0.2852925959759373,-0.0019683288015966472,-0.7621788269616776,0.3097056207194299,0.02761515880084282,-0.5810688286097183,-0.2150815366687291,0.45247403225011223,-0.4458638639547658,-0.15932401370140453,-0.3343193781433168,-0.19877395870406675,-0.5616031353686606,-0.0494991530080056,0.17057756334971214,0.18612758348425443,-0.07587171118067351,-0.1311782042768741,-0.14664905883952045,-0.2646765601256259,-0.3547923351549499,-0.0204913615887974,0.2536062735333515,-0.2654199466668915,-0.31377283220633545,-0.2427505115867883,-0.45924917364287354,-0.21043011478610313
fr_phenol_noOrthoHbond,-0.5129248665191127,-0.6360915515620512,-1.0961261941745724,-0.5191993813294499,-0.39598625330879067,-1.029582833692046,-0.430747804989778,-0.411690853134541,-0.9462985799405084,-0.7098325850657706,-0.5227565334386959,-0.4612475545318979,-0.17678641498060185,-0.3789998707759999,-0.7398022973975145,-0.40642609528873364,-0.18256766870025992,-1.2139973418752836,-0.445627973194188,-0.681626570431901,-0.5322361083273791,-0.32045937166440897,-0.7547525847956256,-0.9172956890267698,0.06389991947111939,-0.042795294934798354,-0.5553045846547431,-1.0926152939058547,-0.8036226228665864,-0.36005100248955535,-0.9308092909530368,-0.753345128953581,-0.9458641029574484,-0.9533969809366323,-0.6403309874765355,-0.18321665079072896,-0.9875018660512562,-0.3039879770674826,-0.7703750223220818,-0.05025768239179462,-1.2047581686329978,-0.3847601876784815,-0.6128600401164637,-0.7491543801799413,-0.9439868919228271,-0.6318252623894637,-0.6155366044370254,-0.5057731589840926,-0.7500085671778882,-0.5889116765263942
SlogP_VSA1,-0.3180886257385763,0.17468974362987472,-0.5962057411438749,-0.5125387247998912,-0.3002263244436232,-0.9514668003148701,0.2429902703387306,-0.33009926478420043,-0.6815246373677304,-0.7646332405941652,0.2976120256978443,-0.48780496693361375,0.06537216256007801,-1.3764193890476428,0.13653085035563098,-0.21584578023971007,0.3402212567049697,0.02659319037233218,0.1134504111890906,-0.20433605035877211,-0.017751440570870823,-0.11495800173229895,0.22904706639877054,-0.19270098543619799,-0.8260522407611051,-0.19935009146475435,-0.9184926963808999,-0.8778646916863133,-0.4275314321425398,-0.013497210309932228,-0.1703082434281868,-0.6928736482027675,-0.46983315567799017,-0.3907564077489296,-0.19793154150842424,-0.11223412084796018,-0.12995942638752775,-0.02657929233868551,0.08843501618076147,-0.014556623442278979,-0.5786891748346514,0.012957591974706695,0.00028528607190985713,-0.43126051172204444,-0.024378790837658388,-0.5933229905727622,-0.7636498570406064,-0.4225553239189502,-1.5355072776886431,-0.07145372960936129
PEOE_VSA1,0.23134035854949603,-0.012877303963706604,0.23108121640649784,0.21285311018172356,0.2215930396679428,0.5939104921631999,0.3006873011459007,-0.10455227698272877,0.0553091974816444,0.09375979247474889,0.3209227011934094,0.2642733953858134,-0.02566599031937098,0.2017020891110431,0.09931392783714757,-0.07905608350399096,-0.11099868057019022,0.1687568320413067,0.3888693376202251,0.05105329995925647,0.19029312987160277,0.1091106483053939,0.2820068201991158,0.032085113888754964,-0.28838542903230974,0.18633725178965976,0.39398173626926114,-0.32443700738876585,0.0001636811771711766,0.1590444430954439,0.057954934916172415,0.1917957020006642,0.22465341402717026,0.22461703825092477,-0.018830107298161737,0.08747159256461852,0.08175331740152411,0.026180211759224536,0.11049618150256198,0.1185273272889007,-0.4461891305560357,0.2234965570737566,0.1731113915927699,0.25926656519353175,-0.00025589561115686444,0.13859342069702468,0.3153287845128284,0.19122356068409813,0.27247970493179086,-0.05259269241018838
fr_Ar_N,-0.3603056027182324,-0.24273273847885143,-0.24643095826787845,-0.3792427387553931,-0.4624989808855008,-0.21664956478788283,0.041835564344777865,-0.29166811988991265,-0.24566549821542139,-0.36749886713682595,-0.6262771063460277,-0.12148846474690726,-0.19594162618031027,-0.6719590134910816,-0.16535912161493843,0.05147678476127672,0.06964967349536756,-0.3444438745538557,-0.4838233859826788,-0.11497461066642242,-0.08811028209575592,-0.486421281076683,-0.5055739642969581,-0.5218378439462605,0.08076266051782616,-0.28522127539053005,-0.8430678588204745,-0.4808351169141803,-0.1623142763732989,-0.27642290036195105,-0.4977071912999123,-0.4705982960697668,0.05592277372149412,-0.4567288734631282,-0.0712138323191093,0.06514128064339074,-0.9506422168609919,-0.014799710599039163,-0.19643467452984625,-0.39784316717581303,0.20422279679737612,-0.05812239905907986,-0.21014396105820654,-0.42435886478155693,-0.3981453811259187,-0.3669540625443693,-0.6115951803607965,-0.4648589291705802,-0.00016963673432666138,-0.31084710020939094
BCUT2D_CHGLO,-0.04707110496940874,0.6113316041162952,0.2762073619527398,0.34838180593312157,0.11213702482397378,0.4005997966567626,0.42334476206657295,0.33623970744958465,0.32896456527562135,0.22144216835919583,0.21589790329504374,0.27919123260968104,0.11995569536697763,0.13890002847570856,-0.07000471082570756,0.2943100982473517,0.42816965008735386,0.5333375762804473,0.5876825954465057,0.4539191320575114,0.10551213791415989,0.3615907944618922,0.3745676622543669,0.6090875299795918,0.06425336979753347,0.06307624688103598,0.23759123842641347,0.5745208101655981,0.26542193411675147,0.18098711915089702,0.44952429951812567,0.30720176464426197,0.3580006906035522,0.3426896927018731,0.6038673352016881,0.3306205160407275,0.13149967444303406,0.19544490141192686,0.3669164239527589,0.12283983747491874,0.10967560382180408,0.37308259716312586,0.32379591718731293,0.30055840216726654,0.5069205372287457,0.3937894567617482,0.37771201495664003,0.20963499915019526,-0.05627870806233848,0.4045354163345557
fr_ether,0.4791234783205026,-0.3386876255008836,0.023109269109982167,0.2653233486156665,0.4103074269478018,0.5565493481615995,0.2341383315103255,0.3251440355252822,0.6385257234629828,0.3741803972524038,1.0868848197700962,0.44670982058833764,0.35999699835109533,1.2249561509869937,0.18446285755045938,-0.1972942982437771,-0.4993155770794167,0.2322967313808134,0.37179378778516947,0.4980065009451947,0.1832611539322095,0.5555929319976389,0.4963597247292557,0.18791946157970912,0.06418375566414632,0.04719138563307716,0.22142096179454468,0.005043168750416943,0.5267107476391478,0.3879805697010913,0.7201903405521943,0.5435499621231115,0.5148405504064647,0.46706408167031704,0.1888531657231731,-0.18562237466873077,-0.0392135820239049,0.08282931708809696,0.2456888674853904,-0.12976387720919086,-0.0783084127278518,0.0708059751592264,0.6604933661284237,0.1611151565650107,0.17832755412570622,0.31321003343745984,0.18072882796883272,0.2937347369361263,0.4012945643918144,0.4227727303996948
EState_VSA1,0.34938780389224183,0.20623215073960224,0.4831085168761101,0.39353894206946916,0.35986159218614566,0.65837449534487,0.08685938073496016,0.26547265265668446,0.7166539259927703,0.32896897347683035,1.0229024767645054,0.22723706008606287,0.41385866677303085,0.9720053400706661,0.2802160318224716,0.19216787856160072,0.097204454178317,0.5062416971643667,0.20854594825706854,0.29334019154862834,0.12023325700766758,0.2851503306989819,0.4053155009054718,-0.07772649550011348,0.9574144614082127,0.15774255906501894,0.5467763225166917,0.6537949992352633,0.6482940351748487,0.3877488751812564,0.3199714259129939,0.315902134112415,0.4397527940028529,0.35444377892422285,0.3203607583797361,0.057699054207185144,0.11989250829775888,0.2631698232824569,-0.011439980523594018,-0.032024786833896646,0.3227971944627178,0.19049983861206737,0.3374210520622306,0.029229221932559633,0.0409809569613727,0.1707244979905619,0.12360307106875865,0.1645981248160659,0.8560627098989795,0.22781963466964433
